,year,month,day,country,region,province_or_state,city,lat,lon,attacktype1,target_type1,group_name,total_perps,weapon_type1,total_killed,total_wounded,deadly_score
360,1970,6,23,West Germany (FRG),Western Europe,Berlin,West Berlin,52.50153,13.401851,Facility/Infrastructure Attack,Government (General),Unknown,-1,Incendiary,-1,-1,-1
361,1970,6,23,United States,North America,California,San Francisco,37.755363,-122.443352,Bombing/Explosion,Military,Left-Wing Militants,-99,Explosives,0,0,0
362,1970,6,23,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Business,Jewish Defense League (JDL),-1,Explosives,0,0,0
363,1970,6,25,United States,North America,Texas,Longview,32.50064,-94.741075,Bombing/Explosion,Private Citizens & Property,White extremists,1,Explosives,0,0,0
364,1970,6,26,United Kingdom,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,Armed Assault,Terrorists/Non-State Militia,Irish Republican Army (IRA),-1,Incendiary,5,-1,-1
365,1970,6,27,United Kingdom,Western Europe,Northern Ireland,Londonderry,55.011562,-7.312045,Armed Assault,Private Citizens & Property,Irish Republican Army (IRA),-1,Firearms,3,-1,-1
366,1970,6,27,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Armed Assault,Private Citizens & Property,Irish Republican Army (IRA),-1,Firearms,1,-1,-1
367,1970,6,27,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Armed Assault,Private Citizens & Property,Irish Republican Army (IRA),-1,Firearms,1,-1,-1
368,1970,6,27,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Armed Assault,Religious Figures/Institutions,Ulster Volunteer Force (UVF),-1,Firearms,3,1,7
369,1970,6,28,United States,North America,Michigan,Detroit,42.331685,-83.047924,Armed Assault,Police,National Committee to Combat Fascism,2,Firearms,0,3,3
370,1970,6,29,United States,North America,Iowa,Des Moines,41.579662,-93.621506,Bombing/Explosion,Educational Institution,Black Panthers,-99,Explosives,0,0,0
371,1970,6,29,United States,North America,Wisconsin,Whitefish Bay,43.118461,-87.902289,Bombing/Explosion,Business,Left-Wing Militants,-99,Explosives,0,0,0
372,1970,6,30,United States,North America,New Jersey,Plainfield,40.617623,-74.417061,Armed Assault,Police,Black Nationalists,-99,Firearms,1,1,3
373,1970,6,30,United States,North America,New York,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,Business,Unknown,-99,Incendiary,0,0,0
374,1970,6,30,United States,North America,New York,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,Business,Unknown,-99,Incendiary,0,0,0
375,1970,6,30,United States,North America,New York,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,Business,Unknown,-99,Incendiary,0,0,0
376,1970,6,30,United States,North America,New York,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,Business,Unknown,-99,Incendiary,0,0,0
377,1970,7,0,United States,North America,Wisconsin,Wauwatosa,43.074701,-88.008394,Bombing/Explosion,Business,Left-Wing Militants,-99,Explosives,0,0,0
378,1970,7,0,United States,North America,Massachusetts,Boston,42.290156,-71.04897,Facility/Infrastructure Attack,Religious Figures/Institutions,Black Nationalists,-99,Incendiary,0,0,0
379,1970,7,1,Brazil,South America,Rio de Janeiro,Rio de Janeiro,-22.908278,-43.197026,Hijacking,Airports & Aircraft,Unknown,4,Unknown,0,0,0
380,1970,7,1,United States,North America,District of Columbia,Washington,38.908642,-77.015381,Bombing/Explosion,Private Citizens & Property,Revolutionary Force Seven,-99,Explosives,0,0,0
381,1970,7,1,United States,North America,California,Berkeley,37.874043,-122.280022,Bombing/Explosion,Educational Institution,Student Radicals,-99,Explosives,0,0,0
382,1970,7,2,United States,North America,District of Columbia,Washington,38.908642,-77.015381,Bombing/Explosion,Government (Diplomatic),Revolutionary Force Seven,-1,Explosives,0,0,0
383,1970,7,2,United States,North America,District of Columbia,Washington,38.908642,-77.015381,Bombing/Explosion,Government (Diplomatic),Revolutionary Force Seven,-1,Explosives,0,0,0
384,1970,7,2,United States,North America,District of Columbia,Washington,38.908642,-77.015381,Bombing/Explosion,Government (Diplomatic),Revolutionary Force Seven,-1,Explosives,0,0,0
385,1970,7,2,United States,North America,District of Columbia,Washington,38.908642,-77.015381,Bombing/Explosion,Government (Diplomatic),Revolutionary Force Seven,-1,Explosives,0,0,0
386,1970,7,2,United States,North America,Nebraska,Omaha,41.260675,-95.940469,Bombing/Explosion,Business,Black Panthers,-99,Explosives,0,0,0
387,1970,7,2,United States,North America,California,Compton,33.895285,-118.224329,Bombing/Explosion,Police,Black Nationalists,1,Explosives,1,0,2
388,1970,7,3,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Private Citizens & Property,White extremists,-99,Explosives,0,0,0
389,1970,7,3,United States,North America,Washington,Seattle,47.610786,-122.331306,Bombing/Explosion,Business,Seattle Liberation Front,-99,Explosives,0,0,0
390,1970,7,4,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Business,Unknown,-1,Explosives,0,0,0
391,1970,7,4,United States,North America,New York,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,Military,Left-Wing Militants,1,Incendiary,0,0,0
392,1970,7,4,United States,North America,Texas,Longview,32.50064,-94.741075,Bombing/Explosion,Educational Institution,White extremists,2,Explosives,0,0,0
393,1970,7,4,United States,North America,Ohio,Akron,41.084195,-81.514059,Bombing/Explosion,Private Citizens & Property,Unknown,-99,Explosives,0,0,0
394,1970,7,4,United States,North America,New York,Long Beach,40.5894,-73.666354,Bombing/Explosion,Private Citizens & Property,Unknown,-99,Explosives,0,0,0
395,1970,7,4,United States,North America,California,San Francisco,37.755363,-122.443352,Assassination,Private Citizens & Property,Strikers,3,Firearms,0,1,1
396,1970,7,5,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Police,Black Nationalists,-99,Explosives,0,0,0
397,1970,7,7,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Private Citizens & Property,"Weather Underground, Weathermen",-1,Explosives,0,0,0
398,1970,7,7,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Government (Diplomatic),Unknown,-1,Explosives,0,0,0
399,1970,7,7,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Business,Unknown,-1,Explosives,0,0,0
400,1970,7,7,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Government (Diplomatic),Unknown,-1,Explosives,0,0,0
401,1970,7,8,United States,North America,Alabama,Oneonta,33.948315,-86.472939,Bombing/Explosion,Business,Unknown,2,Explosives,0,0,0
402,1970,7,8,United States,North America,California,Petaluma,38.232471,-122.644448,Facility/Infrastructure Attack,Journalists & Media,Strikers,-99,Incendiary,0,0,0
403,1970,7,9,West Germany (FRG),Western Europe,Bavaria,Munich,48.139126,11.580186,Facility/Infrastructure Attack,Government (General),Unknown,-1,Incendiary,-1,-1,-1
404,1970,7,9,United States,North America,Illinois,Des Plaines,42.039274,-87.859977,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,-99,Incendiary,0,0,0
405,1970,7,10,Colombia,South America,Caldas,Manizales,5.059097,-75.50596,Hostage Taking (Kidnapping),Government (General),Unknown,-1,Unknown,-1,-1,-1
406,1970,7,11,Guatemala,Central America & Caribbean,Unknown,Unknown,0.0,0.0,Hostage Taking (Kidnapping),Business,Rebel Armed Forces of Guatemala (FAR),-1,Unknown,-1,-1,-1
407,1970,7,11,United States,North America,Massachusetts,New Bedford,41.637675,-70.930869,Armed Assault,Private Citizens & Property,White extremists,-99,Firearms,1,3,5
408,1970,7,12,United States,North America,California,Palo Alto,37.424305,-122.143913,Bombing/Explosion,Business,Unknown,-1,Explosives,0,0,0
409,1970,7,14,United States,North America,Illinois,Chicago,41.842602,-87.681229,Facility/Infrastructure Attack,NGO,Black Nationalists,-99,Incendiary,0,0,0
410,1970,7,14,United States,North America,New York,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,Military,Left-Wing Militants,-99,Incendiary,0,0,0
411,1970,7,16,United States,North America,Illinois,Chicago,41.842602,-87.681229,Facility/Infrastructure Attack,NGO,White extremists,-99,Incendiary,0,0,0
412,1970,7,16,United States,North America,New York,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,Military,Left-Wing Militants,-99,Incendiary,0,0,0
413,1970,7,16,United States,North America,Minnesota,St. Paul,44.943829,-93.093326,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,-99,Incendiary,0,0,0
414,1970,7,17,United States,North America,Illinois,Chicago,41.842602,-87.681229,Armed Assault,Police,Black Nationalists,2,Firearms,2,0,4
415,1970,7,18,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Business,Left-Wing Militants,-99,Explosives,0,0,0
416,1970,7,20,United States,North America,New York,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,NGO,Black Nationalists,3,Incendiary,0,0,0
417,1970,7,21,Bolivia,South America,Unknown,Unknown,0.0,0.0,Hostage Taking (Kidnapping),Business,Ejercito de Liberacion Nacional (Bolivia),5,Unknown,0,0,0
418,1970,7,21,United States,North America,California,San Diego,32.715695,-117.161719,Bombing/Explosion,Business,Unknown,-1,Explosives,0,0,0
419,1970,7,21,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Police,Left-Wing Militants,-99,Explosives,0,0,0
420,1970,7,21,United States,North America,Wisconsin,Milwaukee,43.064388,-87.966202,Bombing/Explosion,Business,Left-Wing Militants,-99,Explosives,0,0,0
421,1970,7,22,Greece,Western Europe,Attica,Athens,37.99749,23.762728,Hijacking,Airports & Aircraft,Arabs,6,Firearms,0,0,0
422,1970,7,22,United States,North America,Wisconsin,Milwaukee,43.064388,-87.966202,Bombing/Explosion,Utilities,Left-Wing Militants,-99,Explosives,0,0,0
423,1970,7,22,United States,North America,New Jersey,Camden,39.933449,-75.106743,Facility/Infrastructure Attack,Military,Left-Wing Militants,-99,Incendiary,0,0,0
424,1970,7,23,Nicaragua,Central America & Caribbean,Managua,Managua,12.103822,-86.267014,Hostage Taking (Kidnapping),Business,Sandinista National Liberation Front (FSLN),4,Unknown,0,0,0
425,1970,7,23,United States,North America,California,Los Angeles,34.097866,-118.407379,Bombing/Explosion,Government (General),Left-Wing Militants,-99,Explosives,0,0,0
426,1970,7,24,Brazil,South America,Pernambuco,Recife,-8.048021,-34.876338,Hostage Taking (Kidnapping),Government (Diplomatic),Unknown,3,Unknown,0,0,0
427,1970,7,24,United States,North America,New York,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,NGO,Jewish Defense League (JDL),-99,Incendiary,0,0,0
428,1970,7,26,United States,North America,Missouri,St. Louis,38.62774,-90.199514,Assassination,Business,Unknown,-1,Explosives,1,0,2
429,1970,7,26,United States,North America,Wisconsin,Sparta,43.939135,-90.820369,Bombing/Explosion,Military,American Servicemen's Union (ASU),-1,Explosives,0,0,0
430,1970,7,27,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Business,"Weather Underground, Weathermen",-1,Explosives,0,0,0
431,1970,7,26,United States,North America,Wisconsin,Sparta,43.939135,-90.820369,Bombing/Explosion,Utilities,American Servicemen's Union (ASU),3,Explosives,0,0,0
432,1970,7,26,United States,North America,Wisconsin,Sparta,43.939135,-90.820369,Bombing/Explosion,Telecommunication,American Servicemen's Union (ASU),3,Explosives,0,0,0
433,1970,7,27,United States,North America,California,San Francisco,37.755363,-122.443352,Bombing/Explosion,Military,Left-Wing Militants,-99,Explosives,0,0,0
434,1970,7,27,United States,North America,California,San Francisco,37.755363,-122.443352,Bombing/Explosion,Military,Left-Wing Militants,-99,Explosives,0,0,0
435,1970,7,28,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,Hostage Taking (Kidnapping),Government (General),Tupamaros (Uruguay),4,Unknown,0,0,0
436,1970,7,28,United States,North America,Texas,Houston,29.813822,-95.365295,Bombing/Explosion,Business,Unknown,-1,Explosives,0,0,0
437,1970,7,28,Spain,Western Europe,Navarre,Pamplona,42.815372,-1.653616,Bombing/Explosion,Journalists & Media,GAC,-1,Explosives,-1,-1,-1
438,1970,7,30,United States,North America,California,Alameda,37.774422,-122.275475,Bombing/Explosion,Government (General),"Weather Underground, Weathermen",-1,Explosives,0,0,0
439,1970,7,30,United States,North America,Illinois,Chicago,41.842602,-87.681229,Bombing/Explosion,Utilities,Black Panthers,1,Explosives,0,0,0
440,1970,7,31,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,Hostage Taking (Kidnapping),Government (Diplomatic),Tupamaros (Uruguay),5,Unknown,-1,-1,-1
441,1970,7,31,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,Hostage Taking (Kidnapping),Government (Diplomatic),Tupamaros (Uruguay),-1,Unknown,0,0,0
442,1970,7,31,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,Hostage Taking (Kidnapping),Government (General),Tupamaros (Uruguay),4,Unknown,1,0,2
443,1970,7,31,Argentina,South America,Buenos Aires,Garin,-34.422436,-58.737755,Armed Assault,Private Citizens & Property,Revolutionary Armed Forces- Argentina (FAR-A),22,Firearms,0,0,0
444,1970,7,31,United States,North America,North Carolina,Charlotte,35.2225,-80.837539,Armed Assault,Private Citizens & Property,White extremists,-99,Firearms,0,0,0
445,1970,8,0,Netherlands,Western Europe,North Holland,Amsterdam,52.370216,4.895168,Armed Assault,Government (Diplomatic),South Moluccans,-1,Firearms,-1,-1,-1
446,1970,8,1,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Business,"Weather Underground, Weathermen",-1,Explosives,0,0,0
447,1970,8,1,Belgium,Western Europe,Brussels,Brussels,50.836426,4.367415,Bombing/Explosion,Government (Diplomatic),Croatian Nationalists,-1,Explosives,0,0,0
448,1970,8,2,United States,North America,California,Berkeley,37.874043,-122.280022,Bombing/Explosion,Police,Black Nationalists,-99,Explosives,0,0,0
449,1970,8,5,United States,North America,Wisconsin,Milwaukee,43.064388,-87.966202,Bombing/Explosion,Business,Left-Wing Militants,-99,Explosives,0,0,0
450,1970,8,6,Argentina,South America,Tucuman,San Miguel de Tucuman,-26.808285,-65.21759,Assassination,Police,Unknown,-1,Firearms,1,0,2
451,1970,8,6,United States,North America,California,Placentia,33.871124,-117.861401,Bombing/Explosion,Business,Unknown,-1,Explosives,0,0,0
452,1970,8,6,United States,North America,California,San Jose,37.338475,-121.885794,Armed Assault,Police,Black Nationalists,1,Firearms,1,0,2
453,1970,8,7,East Germany (GDR),Eastern Europe,Berlin,Berlin,52.50153,13.401851,Bombing/Explosion,Government (General),SFT,-1,Explosives,-1,-1,-1
454,1970,8,7,United States,North America,Maryland,Dundalk,39.26931,-76.503519,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,-99,Incendiary,0,0,0
455,1970,8,7,United States,North America,California,San Rafael,37.97457,-122.532474,Hostage Taking (Kidnapping),Government (General),Jonathan Jackson Brigade,-1,Firearms,4,2,10
456,1970,8,9,Argentina,South America,Santa Fe,Santa Fe,-31.632368,-60.699359,Armed Assault,Business,Peronist Armed Forces (FAP),5,Firearms,-1,-1,-1
457,1970,8,10,United States,North America,Oregon,Portland,45.511795,-122.675629,Facility/Infrastructure Attack,Government (General),White Panther Party,4,Incendiary,0,0,0
458,1970,8,11,United Kingdom,Western Europe,Northern Ireland,Crossmaglen,54.077313,-6.608787,Bombing/Explosion,Police,Irish Republican Army (IRA),-1,Explosives,2,-1,-1
459,1970,8,12,East Germany (GDR),Eastern Europe,Berlin,Berlin,52.50153,13.401851,Bombing/Explosion,Police,Unknown,-1,Explosives,-1,-1,-1
460,1970,8,14,East Germany (GDR),Eastern Europe,Berlin,Berlin,52.50153,13.401851,Bombing/Explosion,Police,Unknown,-1,Explosives,-1,-1,-1
461,1970,8,15,United States,North America,Mississippi,West Point,33.60651,-88.650419,Assassination,Private Citizens & Property,White extremists,-99,Firearms,1,0,2
462,1970,8,17,United States,North America,Nebraska,Omaha,41.260675,-95.940469,Bombing/Explosion,Private Citizens & Property,Black Panthers,-1,Explosives,1,7,9
463,1970,8,17,United States,North America,Minnesota,Minneapolis,44.964985,-93.260193,Bombing/Explosion,Military,Left-Wing Militants,-99,Explosives,0,1,1
464,1970,8,18,United States,North America,New York,New York City,40.697132,-73.931351,Facility/Infrastructure Attack,NGO,Jewish Defense League (JDL),-99,Incendiary,0,0,0
465,1970,8,19,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,Hostage Taking (Kidnapping),Government (General),Tupamaros (Uruguay),5,Unknown,0,0,0
466,1970,8,20,United States,North America,District of Columbia,Washington,38.908642,-77.015381,Bombing/Explosion,Government (Diplomatic),Revolutionary Action Party,-1,Explosives,0,0,0
467,1970,8,20,United States,North America,Maryland,Reisterstown,39.464791,-76.829198,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,2,Incendiary,0,0,0
468,1970,8,20,United States,North America,California,Berkeley,37.874043,-122.280022,Armed Assault,Police,Black Nationalists,-99,Firearms,1,0,2
469,1970,8,21,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,Hostage Taking (Barricade Incident),Telecommunication,Tupamaros (Uruguay),6,Firearms,0,0,0
470,1970,8,21,United States,North America,Oregon,Eugene,44.04483,-123.072606,Facility/Infrastructure Attack,Educational Institution,Student Radicals,-99,Incendiary,0,0,0
471,1970,8,22,United States,North America,Minnesota,St. Paul,44.943829,-93.093326,Bombing/Explosion,Police,Black Panthers,1,Explosives,0,1,1
472,1970,8,22,United States,North America,Maryland,Baltimore,39.308342,-76.616104,Facility/Infrastructure Attack,Military,Left-Wing Militants,-99,Incendiary,0,0,0
473,1970,8,24,United States,North America,Wisconsin,Madison,43.07295,-89.386694,Bombing/Explosion,Military,New Year's Gang,-1,Explosives,1,4,6
474,1970,8,25,Mexico,North America,Federal,Mexico city,19.371887,-99.086624,Hostage Taking (Kidnapping),Government (Diplomatic),Unknown,6,Unknown,0,0,0
475,1970,8,25,United States,North America,Massachusetts,Burlington,42.505832,-71.19376,Facility/Infrastructure Attack,Police,Left-Wing Militants,-99,Incendiary,0,0,0
476,1970,8,27,East Germany (GDR),Eastern Europe,Berlin,Berlin,52.50153,13.401851,Bombing/Explosion,Business,Unknown,-1,Explosives,-1,-1,-1
477,1970,8,27,United States,North America,Massachusetts,Cambridge,42.377003,-71.11666,Facility/Infrastructure Attack,Educational Institution,Student Radicals,-99,Incendiary,0,0,0
478,1970,8,28,United States,North America,North Carolina,Rocky Mount,35.948199,-77.795207,Bombing/Explosion,Educational Institution,White extremists,-99,Explosives,0,0,0
479,1970,8,28,United States,North America,California,Walnut Creek,37.90118,-122.061628,Facility/Infrastructure Attack,Military,Left-Wing Militants,-99,Incendiary,0,0,0
480,1970,8,29,United States,North America,District of Columbia,Washington,38.908642,-77.015381,Bombing/Explosion,Government (Diplomatic),Revolutionary Action Party,-1,Explosives,0,0,0
481,1970,8,29,United States,North America,California,Berkeley,37.874043,-122.280022,Facility/Infrastructure Attack,Business,Unknown,-1,Incendiary,0,0,0
482,1970,8,29,United States,North America,California,Walnut Creek,37.90118,-122.061628,Facility/Infrastructure Attack,Government (General),Left-Wing Militants,-99,Incendiary,0,0,0
483,1970,8,29,United States,North America,California,Santa Fe Springs,33.946154,-118.082952,Bombing/Explosion,Government (General),Left-Wing Militants,-99,Explosives,0,0,0
484,1970,8,30,United States,North America,District of Columbia,Washington,38.908642,-77.015381,Bombing/Explosion,Government (Diplomatic),Revolutionary Action Party,-1,Explosives,0,0,0
485,1970,8,30,United States,North America,Georgia,Athens,33.948005,-83.377322,Facility/Infrastructure Attack,Educational Institution,Student Radicals,-99,Incendiary,0,0,0
486,1970,8,31,Turkey,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,Bombing/Explosion,Military,Turkish People's Liberation Army,-1,Explosives,0,0,0
487,1970,9,0,Jordan,Middle East & North Africa,Amman,Amman,31.950001,35.933331,Hostage Taking (Kidnapping),Military,Palestinians,-1,Unknown,0,0,0
488,1970,9,0,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,Facility/Infrastructure Attack,Business,Tupamaros (Uruguay),4,Incendiary,2,0,4
489,1970,9,1,United States,North America,Pennsylvania,Philadelphia,40.008171,-75.13549,Armed Assault,Business,"Weather Underground, Weathermen",-1,Firearms,0,0,0
490,1970,9,2,Greece,Western Europe,Attica,Athens,37.99749,23.762728,Bombing/Explosion,Government (Diplomatic),Unknown,2,Explosives,2,0,4
491,1970,9,2,United States,North America,California,San Francisco,37.755363,-122.443352,Bombing/Explosion,Police,Black Nationalists,-99,Explosives,0,0,0
492,1970,9,2,United States,North America,California,Milpitas,37.432805,-121.897259,Bombing/Explosion,Business,Left-Wing Militants,-99,Explosives,0,0,0
493,1970,9,3,United States,North America,California,Fremont,37.548148,-121.988566,Bombing/Explosion,Business,Left-Wing Militants,-99,Explosives,0,0,0
494,1970,9,3,United States,North America,Tennessee,Memphis,35.14968,-90.048929,Bombing/Explosion,Private Citizens & Property,Unknown,-99,Explosives,0,0,0
495,1970,9,4,United States,North America,Minnesota,St. Paul,44.943829,-93.093326,Bombing/Explosion,Business,Unknown,-1,Explosives,0,0,0
496,1970,9,4,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,Assassination,Government (General),Tupamaros (Uruguay),4,Explosives,0,0,0
497,1970,9,4,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Bombing/Explosion,Terrorists/Non-State Militia,Irish Republican Army (IRA),-1,Explosives,1,-1,-1
498,1970,9,4,United States,North America,Wisconsin,Milwaukee,43.064388,-87.966202,Bombing/Explosion,Business,Left-Wing Militants,-99,Explosives,0,0,0
499,1970,9,4,United States,North America,California,Santa Ana,33.745573,-117.867834,Bombing/Explosion,Government (General),Left-Wing Militants,-99,Explosives,0,0,0
500,1970,9,5,United States,North America,Iowa,DeWitt,41.82277,-90.538969,Bombing/Explosion,Police,Black Nationalists,1,Explosives,0,2,2
501,1970,9,5,United States,North America,California,Los Angeles,34.097866,-118.407379,Bombing/Explosion,Government (General),Left-Wing Militants,-99,Explosives,0,0,0
502,1970,9,6,West Germany (FRG),Western Europe,Hesse,Frankfurt,50.11797,8.644191,Hijacking,Airports & Aircraft,Popular Front for the Liberation of Palestine (PFLP),2,Explosives,0,0,0
503,1970,9,6,Switzerland,Western Europe,Zurich,Zurich,47.36865,8.539182,Hijacking,Airports & Aircraft,Popular Front for the Liberation of Palestine (PFLP),2,Unknown,0,0,0
504,1970,9,6,Netherlands,Western Europe,North Holland,Amsterdam,52.370216,4.895168,Hijacking,Airports & Aircraft,Popular Front for the Liberation of Palestine (PFLP),9,Firearms,0,0,0
505,1970,9,6,Netherlands,Western Europe,North Holland,Amsterdam,52.370216,4.895168,Hijacking,Airports & Aircraft,Popular Front for the Liberation of Palestine (PFLP),2,Firearms,1,0,2
506,1970,9,6,United States,North America,Massachusetts,Fitchburg,42.58176,-71.792259,Bombing/Explosion,Police,Unknown,-99,Explosives,0,0,0
507,1970,9,9,East Germany (GDR),Eastern Europe,Berlin,Berlin,52.50153,13.401851,Bombing/Explosion,Private Citizens & Property,Extraparliamentary Opposition (APO),-1,Explosives,0,0,0
508,1970,9,9,Argentina,South America,Cordoba,Cordoba,-31.399301,-64.182129,Bombing/Explosion,Government (Diplomatic),Ejercito Revolucionaria del Pueblo (ERP) (Argentina),3,Explosives,0,0,0
509,1970,9,9,United States,North America,Wisconsin,Madison,43.07295,-89.386694,Facility/Infrastructure Attack,Journalists & Media,Right-wing extremists,-99,Incendiary,0,0,0
510,1970,9,10,United States,North America,Florida,Gainesville,29.647665,-82.348458,Facility/Infrastructure Attack,Educational Institution,Student Radicals,-99,Incendiary,0,0,0
511,1970,9,11,Jordan,Middle East & North Africa,Amman,Amman,31.950001,35.933331,Hostage Taking (Kidnapping),Government (Diplomatic),Palestine Liberation Organization (PLO),-1,Unknown,0,0,0
512,1970,9,11,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,Bombing/Explosion,Business,Tupamaros (Uruguay),4,Explosives,0,0,0
513,1970,9,12,Argentina,South America,Buenos Aires,Buenos Aires,-34.61768,-58.444435,Hostage Taking (Kidnapping),Journalists & Media,Unknown,3,Unknown,-1,-1,-1
514,1970,9,12,United Kingdom,Western Europe,England,London,51.504387,-0.140041,Hostage Taking (Kidnapping),Government (Diplomatic),Jewish Defense League (JDL),4,Unknown,0,0,0
515,1970,9,14,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,Facility/Infrastructure Attack,Business,Tupamaros (Uruguay),-1,Incendiary,0,0,0
516,1970,9,16,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,Facility/Infrastructure Attack,Business,Tupamaros (Uruguay),-1,Incendiary,0,0,0
517,1970,9,18,Argentina,South America,Santa Fe,Rosario,-32.951052,-60.666365,Armed Assault,Police,Ejercito Revolucionaria del Pueblo (ERP) (Argentina),6,Firearms,0,2,2
518,1970,9,18,United States,North America,Ohio,Toledo,41.67086,-83.543846,Armed Assault,Police,Black Panthers,1,Firearms,1,1,3
519,1970,9,20,United States,North America,Massachusetts,Newburyport,42.811978,-70.872638,Bombing/Explosion,Military,Welsh Extremists,2,Explosives,0,0,0
520,1970,9,23,United States,North America,Massachusetts,Brighton,42.350097,-71.156442,Armed Assault,Police,"Weather Underground, Weathermen",5,Firearms,1,0,2
521,1970,9,23,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,Facility/Infrastructure Attack,Business,Tupamaros (Uruguay),-1,Incendiary,0,0,0
522,1970,9,24,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Government (General),Unknown,-1,Explosives,0,0,0
523,1970,9,24,East Germany (GDR),Eastern Europe,Berlin,Berlin,52.50153,13.401851,Bombing/Explosion,Government (Diplomatic),Unknown,-1,Explosives,-1,-1,-1
524,1970,9,25,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Military,"Weather Underground, Weathermen",-1,Explosives,0,0,0
525,1970,9,26,Uruguay,South America,Montevideo,Montevideo,-34.891151,-56.187214,Hostage Taking (Kidnapping),Police,Tupamaros (Uruguay),4,Unknown,0,0,0
526,1970,9,26,United States,North America,New York,New York City,40.697132,-73.931351,Bombing/Explosion,Government (Diplomatic),Unknown,-1,Explosives,0,0,0
527,1970,9,27,United States,North America,New York,New York City,40.697132,-73.931351,Hijacking,Airports & Aircraft,Jewish Defense League (JDL),2,Explosives,0,0,0
528,1970,9,30,United Kingdom,Western Europe,Northern Ireland,Belfast,54.607712,-5.95621,Armed Assault,Private Citizens & Property,Protestant extremists,-1,Firearms,1,-1,-1
529,1970,10,0,Iran,Middle East & North Africa,Tehran,Tehran,35.724533,51.40519,Armed Assault,Business,Siah KAL,-1,Firearms,-1,-1,-1
530,1970,10,1,United States,North America,Maryland,Baltimore,39.308342,-76.616104,Facility/Infrastructure Attack,Private Citizens & Property,White extremists,-99,Incendiary,0,0,0
531,1970,10,2,Turkey,Middle East & North Africa,Izmir,Izmir,38.395649,27.135641,Bombing/Explosion,Military,Turkish People's Liberation Front (TPLF)(THKP-C),-1,Explosives,0,0,0
532,1970,10,2,United States,North America,Oregon,Eugene,44.04483,-123.072606,Bombing/Explosion,Educational Institution,Student Radicals,-99,Explosives,0,0,0
533,1970,10,2,United States,North America,Maryland,Glen Burnie,39.162608,-76.624689,Facility/Infrastructure Attack,Food or Water Supply,Neo-Nazi extremists,4,Incendiary,0,0,0
534,1970,10,3,Turkey,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,Bombing/Explosion,Government (Diplomatic),Unknown,-1,Explosives,-1,-1,-1
535,1970,10,3,Turkey,Middle East & North Africa,Ankara,Ankara,39.930771,32.76754,Bombing/Explosion,Business,Turkish People's Liberation Army,-1,Explosives,0,0,0
